date,Opening price,Highest price,Lowest price,Closing price,Volume(share),Turnover(USD),Ups and downs,Change(%)
1990-05-30,360.649994,362.26001,360.0,360.859985,199540000,72059881197.7,0.20999100000000226,0.05822570455942255
1990-05-31,360.859985,361.839996,360.230011,361.230011,165690000,59819889729.915,0.37002599999999575,0.10254004749237211
1990-06-01,361.26001,363.519989,361.209991,363.160004,187860000,68073887021.40001,1.9299930000000245,0.5342836810975804
1990-06-04,363.160004,367.850006,362.429993,367.399994,175520000,64089372712.240005,4.2399899999999775,1.1675266971304499
1990-06-05,367.399994,368.779999,365.48999,366.640015,199720000,73324201101.54,-0.7599789999999871,-0.20685329679128728
1990-06-06,366.640015,366.640015,364.420013,364.959991,164030000,59957888196.42,-1.680024000000003,-0.4582216701032982
1990-06-07,365.920013,365.920013,361.600006,363.149994,160360000,58332555123.420006,-1.8099970000000098,-0.4959439512919106
1990-06-08,363.149994,363.48999,357.679993,358.709991,142600000,51419419787.9,-4.44000299999999,-1.2226361209853098
1990-06-11,358.709991,361.630005,357.700012,361.630005,119550000,42997951766.175,2.9200139999999806,0.8140319682369723
1990-06-12,361.630005,367.269989,361.149994,366.25,157100000,57217389664.65,4.619995000000017,1.2775474756305139
1990-06-13,366.25,367.089996,364.51001,364.899994,158910000,58129278476.73,-1.3500060000000076,-0.3686023208191114
1990-06-14,364.899994,364.899994,361.640015,362.899994,135770000,49321168510.965004,-2.0,-0.5480953776063946
1990-06-15,362.890015,363.140015,360.709991,362.910004,205130000,74241675865.39,0.010010000000022501,0.0027583356752680643
1990-06-18,362.910004,362.910004,356.880005,356.880005,133470000,48035186250.615005,-6.029999000000032,-1.661568690181392
1990-06-19,356.880005,358.899994,356.179993,358.470001,134930000,48242871322.955,1.589996000000042,0.445526781473804
1990-06-20,358.470001,359.910004,357.0,359.100006,137420000,49258886374.840004,0.6300049999999828,0.17574831875539765
1990-06-21,359.100006,360.880005,357.630005,360.470001,138570000,49781966042.85,1.3699950000000172,0.38150793013354
1990-06-22,360.519989,363.200012,355.309998,355.429993,172570000,61996636212.85,-5.040008,-1.3981768208223277
1990-06-25,355.420013,356.410004,351.910004,352.309998,133100000,47138696532.4,-3.119995000000017,-0.8778085871892105
1990-06-26,352.320007,356.089996,351.850006,352.059998,141420000,50058437541.420006,-0.25,-0.07096023428776466
1990-06-27,352.059998,355.890015,351.230011,355.140015,146620000,51838969106.060005,3.080016999999998,0.8748557113835931
1990-06-28,355.160004,357.630005,355.160004,357.630005,136120000,48512488012.54,2.4899899999999775,0.7011291025597277
1990-06-29,357.640015,359.089996,357.299988,358.019989,145510000,52120953285.91999,0.38998400000002675,0.10904677866725443
1990-07-02,358.019989,359.579987,357.540009,359.540009,130200000,46684511739.6,1.5200199999999882,0.42456288662697794
1990-07-03,359.540009,360.730011,359.440002,360.160004,130050000,46829055095.325,0.6199950000000172,0.17244117051797847
1990-07-05,360.160004,360.160004,354.859985,355.679993,128320000,45875682494.24,-4.48001099999999,-1.2438946441148957
1990-07-06,355.690002,359.019989,354.640015,358.420013,111730000,39868616123.46001,2.7400199999999586,0.7703610138116268
1990-07-09,358.420013,360.049988,358.109985,359.519989,119390000,42870559588.235,1.0999760000000265,0.3068958094145424
1990-07-10,359.519989,359.73999,356.410004,356.48999,147630000,52862611807.11,-3.029999000000032,-0.8427901348205813
1990-07-11,356.48999,361.230011,356.48999,361.230011,162220000,58214269281.10999,4.740021000000013,1.3296364927385618
1990-07-12,361.230011,365.459991,360.570007,365.440002,213180000,77387537486.81999,4.209991000000002,1.1654599207705285
1990-07-13,365.450012,369.679993,365.450012,367.309998,215600000,79247014539.0,1.8699960000000146,0.5117108115602509
1990-07-16,367.309998,369.779999,367.309998,368.950012,149430000,55071679125.855,1.6400140000000079,0.44649315535374434
1990-07-17,368.950012,369.399994,364.98999,367.519989,176790000,64916402635.67999,-1.4300230000000056,-0.38759261512099075
1990-07-18,367.519989,367.519989,362.950012,364.220001,168760000,61637058684.380005,-3.299987999999985,-0.8979070795520738
1990-07-19,364.220001,365.320007,361.290009,365.320007,161990000,58851778245.92,1.1000059999999507,0.30201691202564884
1990-07-20,365.320007,366.640015,361.579987,361.609985,177810000,64742399277.810005,-3.710021999999981,-1.0155540153594655
1990-07-23,361.609985,361.609985,350.089996,355.309998,209030000,74383323514.215,-6.299986999999987,-1.742204933859881
1990-07-24,355.309998,356.089996,351.459991,355.790009,181920000,64358746817.52,0.4800109999999904,0.1350963954580342
1990-07-25,355.790009,357.519989,354.799988,357.089996,163530000,58242842919.405,1.2999869999999873,0.3653804117922821
1990-07-26,357.089996,357.470001,353.950012,355.910004,155040000,55149279407.76,-1.1799919999999702,-0.33044666980812654
1990-07-27,355.899994,355.940002,352.140015,353.440002,149070000,52776744067.095,-2.4700020000000222,-0.6939962272035527
1990-07-30,353.440002,355.549988,351.149994,355.549988,146470000,51755173181.77,2.109985999999992,0.5969856236023974
1990-07-31,355.549988,357.540009,353.910004,356.149994,175380000,62387051639.97,0.6000060000000076,0.16875432998186835
1990-08-01,356.149994,357.350006,353.820007,355.519989,178260000,63386583258.689995,-0.6300049999999828,-0.17689316597320204
1990-08-02,355.519989,355.519989,349.730011,351.480011,253090000,89245861250.0,-4.039978000000019,-1.1363574834044043
1990-08-03,351.480011,351.480011,338.200012,344.859985,295880000,102031262602.62,-6.620025999999996,-1.8834715468357022
1990-08-06,344.859985,344.859985,333.269989,334.429993,240400000,81511222874.79999,-10.42999199999997,-3.0244135166914154
1990-08-07,334.429993,338.630005,332.220001,334.829987,231580000,77677722194.74,0.3999939999999924,0.11960470303868931
1990-08-08,334.829987,339.209991,334.829987,338.350006,190400000,64168605905.6,3.5200189999999907,1.0512854692432239
1990-08-09,338.350006,340.559998,337.559998,339.940002,155810000,52828938288.380005,1.589995999999985,0.4699263992328673
1990-08-10,339.899994,339.899994,334.220001,335.519989,145340000,48988300036.65,-4.420012999999983,-1.3002332688107687
1990-08-13,335.390015,338.880005,332.019989,338.839996,122820000,41199968631.54,3.3200069999999755,0.989510940881666
1990-08-14,338.839996,340.959991,337.190002,339.390015,130320000,44188253543.88,0.5500190000000202,0.1623241076888826
1990-08-15,339.390015,341.920013,339.380005,340.059998,136710000,46570262730.38999,0.669983000000002,0.19740798797514003
1990-08-16,340.059998,340.059998,332.390015,332.390015,138850000,46684842152.525,-7.669983000000002,-2.2554793404427453
1990-08-17,332.359985,332.359985,324.630005,327.829987,212560000,69824896137.2,-4.560027999999988,-1.3718907891983378
1990-08-20,327.829987,329.899994,327.070007,328.51001,129630000,42581510614.814995,0.6800230000000056,0.20743160386973436
1990-08-21,328.51001,328.51001,318.779999,321.859985,194630000,62991027225.83501,-6.650025000000028,-2.02429904647351
1990-08-22,321.859985,324.149994,316.549988,316.549988,175550000,56237440920.049995,-5.30999700000001,-1.6497847658819786
1990-08-23,316.549988,316.549988,306.559998,307.059998,250440000,78025832446.92,-9.489989999999977,-2.997943566499195
1990-08-24,307.059998,311.649994,306.179993,311.51001,199040000,61486440306.240005,4.450012000000015,1.4492320813471737
1990-08-27,311.549988,323.109985,311.549988,321.440002,160150000,50820397337.975006,9.92999199999997,3.187695958791159
1990-08-28,321.440002,322.200012,320.25,321.339996,127660000,41007584265.96,-0.10000600000000759,-0.03111187138432614
1990-08-29,321.339996,325.829987,320.869995,324.190002,134240000,43406502791.840004,2.8500060000000076,0.88691293815788
1990-08-30,324.190002,324.570007,317.820007,318.709991,120890000,38829264396.229996,-5.48001099999999,-1.6903701428768847
1990-08-31,318.709991,322.570007,316.589996,322.559998,96480000,30833078544.719997,3.850007000000005,1.2079969592167616
1990-09-04,322.559998,323.089996,319.109985,323.089996,92940000,29843033117.07,0.5299979999999778,0.16430989685212172
1990-09-05,323.089996,324.519989,320.98999,324.390015,120610000,38927479283.59499,1.3000190000000202,0.402370551887965
1990-09-06,324.390015,324.390015,319.369995,320.459991,125620000,40434566228.1,-3.930024000000003,-1.2115120127849766
1990-09-07,320.459991,324.179993,319.709991,323.399994,123800000,39856790009.6,2.94000299999999,0.9174321545805775
1990-09-10,323.420013,326.529999,320.309998,321.630005,119730000,38723076420.405,-1.7699890000000096,-0.5473064418176854
1990-09-11,321.630005,322.179993,319.600006,321.040009,113220000,36331165743.39001,-0.5899959999999851,-0.18343935292977065
1990-09-12,321.040009,322.549988,319.600006,322.540009,129890000,41704431360.33,1.5,0.46723148453438057
1990-09-13,322.51001,322.51001,318.019989,318.649994,123390000,39517498288.30501,-3.8900150000000053,-1.2060565794800415
1990-09-14,318.649994,318.649994,314.76001,316.829987,133390000,42245280216.78001,-1.8200069999999755,-0.5711617869981755
1990-09-17,316.829987,318.049988,315.209991,317.769989,110600000,35019276838.7,0.9400019999999927,0.29668971958767276
1990-09-18,317.769989,318.850006,314.269989,318.600006,141130000,44676112447.175,0.830016999999998,0.26120056290148685
1990-09-19,318.600006,319.350006,316.25,316.600006,147530000,46885034442.590004,-2.0,-0.6277463786362847
1990-09-20,316.600006,316.600006,310.549988,311.480011,145100000,45499732064.7,-5.119995000000017,-1.61718095482285
1990-09-21,311.529999,312.170013,307.980011,311.320007,201050000,62340581162.600006,-0.1600040000000149,-0.05136894643297252
1990-09-24,311.299988,311.299988,303.579987,304.589996,164070000,50441678749.12501,-6.73001099999999,-2.1617663011294974
1990-09-25,305.459991,308.269989,304.230011,308.26001,155940000,47756625000.0,3.6700140000000374,1.2049030001628935
1990-09-26,308.26001,308.279999,303.049988,305.059998,155570000,47552303038.795,-3.200012000000015,-1.038088592808395
1990-09-27,305.059998,307.470001,299.100006,300.970001,182690000,55407137289.415,-4.089996999999983,-1.3407188837652795
1990-09-28,300.970001,306.049988,295.980011,306.049988,201010000,60507025049.494995,5.07998699999996,1.6878715430512115
1990-10-01,306.100006,314.940002,306.100006,314.940002,202210000,62790250008.84,8.890014000000008,2.9047588134524016
1990-10-02,314.940002,319.690002,314.940002,315.209991,188360000,59769453776.72,0.2699890000000096,0.0857271220821243
1990-10-03,315.209991,316.26001,310.700012,311.399994,135490000,42473406690.39,-3.80999700000001,-1.2087170802907776
1990-10-04,311.399994,313.399994,308.589996,312.690002,145410000,45221782222.950005,1.2900080000000003,0.4142607658496056
1990-10-05,312.690002,314.790009,305.76001,311.5,153380000,47589980957.11,-1.1900019999999927,-0.38056925145946163
1990-10-08,311.5,315.029999,311.5,313.480011,99470000,31160469500.265,1.9800109999999904,0.6356375601926034
1990-10-09,313.459991,313.459991,305.089996,305.100006,145610000,45033531803.534996,-8.380004999999983,-2.6732182933348114
1990-10-10,305.089996,306.429993,299.209991,300.390015,169190000,51234114446.48,-4.709991000000002,-1.5437531653145875
1990-10-11,300.390015,301.450012,294.51001,295.459991,180060000,53654280780.659996,-4.930024000000003,-1.6412076812872822
1990-10-12,295.450012,301.679993,295.220001,300.029999,187940000,56090692436.18001,4.570007999999973,1.546743430314379
1990-10-15,300.029999,304.790009,296.410004,303.230011,164980000,49592989072.37,3.200012000000015,1.0665640138205035
1990-10-16,303.230011,304.339996,298.119995,298.920013,149570000,45054970426.935,-4.309998000000007,-1.4213626104442545
1990-10-17,298.920013,301.5,297.790009,298.76001,161260000,48320753425.670006,-0.1600029999999606,-0.053527028315747405
1990-10-18,298.75,305.73999,298.75,305.73999,204110000,61691225929.450005,6.979979999999955,2.336316697807028
1990-10-19,305.73999,312.480011,305.73999,312.480011,221480000,68461682910.73999,6.740021000000013,2.204494413701008
1990-10-22,312.480011,315.829987,310.470001,314.76001,152650000,47802346584.1,2.279999000000032,0.7296463516829554
1990-10-23,314.76001,315.059998,312.059998,312.359985,146300000,45873827707.4,-2.400025000000028,-0.7624936217278777
1990-10-24,312.359985,313.51001,310.73999,312.600006,149290000,46597141250.0,0.24002100000001292,0.07684114852291035
1990-10-25,312.600006,313.709991,309.700012,310.170013,141460000,44093789512.189995,-2.4299930000000245,-0.7773489933970201
1990-10-26,310.170013,310.170013,304.709991,304.709991,130190000,40025613860.38,-5.460021999999981,-1.760332002178422
1990-10-29,304.73999,307.410004,300.690002,301.880005,133980000,40736619401.94,-2.8299860000000194,-0.9287473609619901
1990-10-30,301.880005,304.359985,299.440002,304.059998,153450000,46326554002.575,2.1799930000000245,0.722138917415216
1990-10-31,304.059998,305.700012,302.329987,304.0,156060000,47444580821.97001,-0.05999800000000732,-0.019732289809459846
1990-11-01,303.98999,307.269989,301.609985,307.019989,159270000,48488156729.49,3.0199890000000096,0.9934174342105306
1990-11-02,307.019989,311.940002,306.880005,311.850006,168700000,52197467590.450005,4.830016999999998,1.5731930079640577
1990-11-05,311.850006,314.609985,311.410004,314.589996,147510000,46172104288.695,2.7399899999999775,0.8786243217195899
1990-11-06,314.589996,314.76001,311.429993,311.619995,142660000,44666132913.990005,-2.970000999999968,-0.9440862830234376
1990-11-07,311.619995,311.619995,305.790009,306.01001,149130000,46037176948.26,-5.609984999999995,-1.8002647744089662
1990-11-08,306.01001,309.769989,305.029999,307.609985,155570000,47822217066.58,1.5999749999999722,0.5228505433531261
1990-11-09,307.609985,313.779999,307.609985,313.73999,145160000,45100485038.71999,6.130004999999983,1.9927847920801378
1990-11-12,313.73999,319.769989,313.730011,319.480011,161390000,51120282500.0,5.740021000000013,1.8295471355117998
1990-11-13,319.480011,319.480011,317.26001,317.670013,160240000,51015610482.520004,-1.8099980000000073,-0.5665449911356091
1990-11-14,317.660004,321.700012,317.230011,320.399994,179310000,57283271212.065,2.7299810000000093,0.8593763617216199
1990-11-15,320.399994,320.399994,316.130005,317.019989,151370000,48175772974.314995,-3.380004999999983,-1.0549329161348209
1990-11-16,317.019989,318.799988,314.98999,317.119995,165440000,52427106980.16,0.10000600000000759,0.03154564490253087
1990-11-19,317.149994,319.390015,317.149994,319.339996,140950000,44860157134.275,2.220000999999968,0.7000507804624467
1990-11-20,319.339996,319.339996,315.309998,315.309998,161170000,51143269766.49,-4.029997999999978,-1.261977218788457
1990-11-21,315.309998,316.149994,312.420013,316.029999,140660000,44207328592.310005,0.7200009999999679,0.2283470250124875
1990-11-23,316.029999,317.299988,315.059998,315.100006,63350000,20030002556.55,-0.9299929999999677,-0.2942736458382722
1990-11-26,315.079987,316.51001,311.480011,316.51001,131540000,41302903681.170006,1.410004000000015,0.4474782523488763
1990-11-27,316.51001,318.690002,315.799988,318.100006,147590000,46822188812.05,1.589995999999985,0.502352516433846
1990-11-28,318.109985,319.959991,317.619995,317.950012,145490000,46380756081.57,-0.1499939999999924,-0.04715309562113301
1990-11-29,317.950012,317.950012,315.029999,316.420013,140920000,44599771575.06,-1.529999000000032,-0.4812074043890946
1990-11-30,316.420013,323.019989,315.420013,322.220001,192350000,61401967192.350006,5.799988000000042,1.8330028954268496
1990-12-03,322.230011,324.899994,322.230011,324.100006,177000000,57271005442.5,1.8800049999999828,0.583453849595128
1990-12-04,324.109985,326.769989,321.970001,326.350006,185820000,60274432470.9,2.25,0.6942301630195047
1990-12-05,326.359985,329.920013,325.660004,329.920013,205820000,67465739549.47,3.5700069999999755,1.0939196979821597
1990-12-06,329.940002,333.980011,328.369995,329.070007,256380000,84906647269.14,-0.8500060000000076,-0.25764002379571327
1990-12-07,329.089996,329.390015,326.390015,327.75,164950000,54085457974.25,-1.3200069999999755,-0.4011325772390939
1990-12-10,327.75,328.970001,326.149994,328.890015,138650000,45416193653.375,1.1400150000000053,0.347830663615567
1990-12-11,328.880005,328.880005,325.649994,326.440002,145330000,47561422377.335,-2.4500130000000127,-0.7449338344917567
1990-12-12,326.440002,330.359985,326.440002,330.190002,182270000,59857466815.244995,3.75,1.1487562728295764
1990-12-13,330.140015,330.579987,328.769989,329.339996,162110000,53443612304.68,-0.8500060000000076,-0.25742935729471395
1990-12-14,329.339996,329.339996,325.160004,326.820007,151010000,49418022500.0,-2.5199890000000096,-0.7651633663103619
1990-12-17,326.820007,326.820007,324.459991,326.019989,118560000,38607878281.44,-0.8000179999999659,-0.244788563388032
1990-12-18,326.019989,330.429993,325.75,330.049988,176460000,57894760782.39,4.029998999999975,1.2361202183832853
1990-12-19,330.040009,330.799988,329.390015,330.200012,180380000,59542536370.56999,0.15002400000003036,0.04545493272372081
1990-12-20,330.200012,330.73999,326.940002,330.119995,174700000,57448347301.2,-0.080016999999998,-0.024232888277420095
