date,Opening price,Highest price,Lowest price,Closing price,Volume(share),Turnover(RMB),Ups and downs,Change(%)
1992-10-15,654.33,667.0,650.92,663.53,7575800,106075000.0,-0.22,-0.03
1992-10-16,664.0,668.57,661.2,664.75,6885100,91893000.0,1.22,0.18
1992-10-19,643.8,667.46,632.4,632.4,8103900,100268000.0,-32.35,-4.87
1992-10-20,634.43,663.65,604.5,616.29,9460900,103067000.0,-16.11,-2.55
1992-10-21,597.15,616.29,577.23,585.7,9192700,107881000.0,-30.59,-4.96
1992-10-22,557.03,584.91,535.79,539.8,13872800,149734000.0,-45.9,-7.84
1992-10-23,534.41,577.52,524.07,559.73,11498100,114178000.0,19.93,3.69
1992-10-26,539.5,561.5,504.81,506.94,12565700,125484000.0,-52.79,-9.43
1992-10-27,465.75,506.28,448.28,450.28,14138800,128776000.0,-56.66,-11.18
1992-10-28,466.73,470.98,447.93,463.21,11631100,103788000.0,12.93,2.87
1992-10-29,468.72,484.51,455.22,484.25,12405900,94125000.0,21.04,4.54
1992-10-30,494.66,507.25,484.45,507.25,14651000,129964000.0,23.0,4.75
1992-11-02,471.18,508.81,465.55,477.61,12622600,99006000.0,-29.64,-5.84
1992-11-03,481.34,487.07,465.6,479.81,12554300,90717000.0,2.2,0.46
1992-11-04,474.82,481.6,465.09,469.9,12859000,85452000.0,-9.91,-2.07
1992-11-05,460.96,470.89,457.03,462.63,9546400,72446000.0,-7.27,-1.55
1992-11-06,460.54,468.59,455.73,457.05,7379100,52648000.0,-5.58,-1.21
1992-11-09,439.81,459.04,424.68,428.61,9562200,71923000.0,-28.44,-6.22
1992-11-10,404.49,428.34,391.17,400.53,12466100,89992000.0,-28.08,-6.55
1992-11-11,402.79,410.16,388.32,410.16,10491400,70781000.0,9.63,2.4
1992-11-12,408.42,416.22,402.33,415.79,12112000,87130000.0,5.63,1.37
1992-11-13,418.49,421.67,413.3,414.09,11676300,79106000.0,-1.7,-0.41
1992-11-16,402.02,415.64,397.63,399.32,10707400,67165000.0,-14.77,-3.57
1992-11-17,390.09,399.08,386.85,393.52,10076200,67791000.0,-5.8,-1.45
1992-11-18,400.01,407.61,389.59,407.61,9328500,59699000.0,14.09,3.58
1992-11-19,409.61,412.23,395.16,398.95,11503000,76385000.0,-8.66,-2.12
1992-11-20,394.9,401.44,394.31,401.44,8647700,55774000.0,2.49,0.62
1992-11-23,404.05,410.57,401.82,410.39,13331400,91610000.0,8.95,2.23
1992-11-24,414.84,448.44,410.81,440.04,17509500,125234000.0,29.65,7.22
1992-11-25,485.16,571.63,441.54,571.63,30292800,264883008.0,131.59,29.9
1992-11-26,674.74,752.32,562.01,562.01,38763300,451184000.0,-9.62,-1.68
1992-11-27,593.68,682.4,490.54,637.67,26691500,303435008.0,75.66,13.46
1992-11-30,682.08,727.13,637.67,724.6,37065500,466139008.0,86.93,13.63
1992-12-01,718.99,749.89,713.85,716.74,21540400,259136000.0,-7.86,-1.08
1992-12-02,694.88,722.2,690.63,722.2,18142100,225079008.0,5.46,0.76
1992-12-03,760.65,826.06,739.03,808.2,30101400,428632992.0,86.0,11.91
1992-12-04,833.23,841.02,807.02,807.02,30575300,461615008.0,-1.18,-0.15
1992-12-07,765.87,803.12,757.34,793.25,25074200,339071008.0,-13.77,-1.71
1992-12-08,796.63,811.57,743.9,753.94,43366000,596425024.0,-39.31,-4.96
1992-12-09,737.94,752.89,661.66,676.45,27620400,342673984.0,-77.49,-10.28
1992-12-10,668.46,693.41,592.78,625.23,22743900,258176000.0,-51.22,-7.57
1992-12-11,664.61,735.62,628.91,722.28,30749000,372689984.0,97.05,15.52
1992-12-14,741.06,748.19,668.07,705.07,18814100,231872000.0,-17.21,-2.38
1992-12-15,699.83,713.9,682.24,682.24,14170300,166198000.0,-22.83,-3.24
1992-12-16,671.45,690.25,663.17,685.82,12133100,135191008.0,3.58,0.52
1992-12-17,689.14,707.82,685.65,707.82,11680200,150199008.0,22.0,3.21
1992-12-18,715.72,721.26,690.45,698.13,10233600,142492992.0,-9.69,-1.37
1992-12-21,709.87,731.68,697.7,731.68,27703700,411628992.0,33.55,4.81
1992-12-22,731.58,731.9,724.74,725.78,18332200,233272992.0,-5.9,-0.81
1992-12-23,723.84,736.27,721.44,732.05,11315900,138606000.0,6.27,0.86
1992-12-24,731.55,758.59,731.31,758.59,16675200,217228000.0,26.54,3.63
1992-12-25,768.68,781.36,761.89,764.28,26168700,366032992.0,5.69,0.75
1992-12-28,764.43,772.29,756.89,757.31,15216700,178234000.0,-6.97,-0.91
1992-12-29,759.54,769.61,754.54,768.91,14986400,187124992.0,11.6,1.53
1992-12-30,775.07,777.43,767.07,767.52,15273500,194586000.0,-1.39,-0.18
1992-12-31,765.86,784.03,765.41,780.39,13551100,180355008.0,12.87,1.68
1993-01-04,784.13,816.64,777.16,814.04,18385000,263004992.0,33.65,4.31
1993-01-05,813.34,859.19,813.34,858.72,34009800,495870016.0,44.68,5.49
1993-01-06,881.0,883.42,843.16,847.44,40287100,566275968.0,-11.28,-1.31
1993-01-07,855.8,868.97,849.53,868.97,26844700,363540000.0,21.53,2.54
1993-01-08,882.57,893.86,878.33,889.47,37343200,623601984.0,20.5,2.36
1993-01-11,913.44,977.42,901.47,977.42,63885100,950385024.0,87.95,9.89
1993-01-12,1001.93,1028.43,982.15,987.26,62439900,935387008.0,9.84,1.01
1993-01-13,996.41,1024.05,973.3,1024.05,39530700,588489024.0,36.79,3.73
1993-01-14,1053.91,1088.6,1036.03,1086.43,63840400,992732032.0,62.38,6.09
1993-01-15,1083.6,1099.83,1054.46,1063.76,46630300,728896000.0,-22.67,-2.09
1993-01-18,1067.98,1078.03,1052.8,1055.32,33836900,534251008.0,-8.44,-0.79
1993-01-19,1053.52,1064.08,991.83,991.83,33261000,611132032.0,-63.49,-6.02
1993-01-20,990.09,1050.11,984.74,1043.31,25837600,411584000.0,51.48,5.19
1993-01-21,1051.6,1077.82,1046.18,1074.26,30186400,491452992.0,30.95,2.97
1993-01-22,1074.36,1109.59,1073.64,1100.31,32564300,527932000.0,26.05,2.42
1993-01-27,1126.37,1162.44,1113.57,1162.44,47263200,810902976.0,62.13,5.65
1993-01-28,1182.39,1186.21,1146.9,1150.37,46010100,815769024.0,-12.07,-1.04
1993-01-29,1156.84,1198.48,1140.24,1198.48,52009700,815953984.0,48.11,4.18
1993-02-01,1242.35,1278.5,1222.18,1278.5,68344100,1296071040.0,80.02,6.68
1993-02-02,1292.4,1325.24,1291.99,1310.58,61441300,1194551040.0,32.08,2.51
1993-02-03,1321.63,1326.19,1265.7,1300.56,56056600,1019044992.0,-10.02,-0.76
1993-02-04,1323.13,1371.58,1297.46,1371.58,55691600,1120555008.0,71.02,5.46
1993-02-05,1371.34,1404.64,1325.85,1332.96,65156400,1397213056.0,-38.62,-2.82
1993-02-08,1339.59,1393.34,1334.19,1393.17,62254100,1165095040.0,60.21,4.52
1993-02-09,1427.33,1483.52,1426.48,1474.92,76479200,1652641024.0,81.75,5.87
1993-02-10,1500.52,1528.51,1448.07,1454.46,78879600,1793074944.0,-20.46,-1.39
1993-02-11,1495.92,1497.01,1364.67,1397.38,73165800,1400214016.0,-57.08,-3.92
1993-02-12,1378.2,1458.76,1352.27,1458.76,85377900,1250749056.0,61.38,4.39
1993-02-15,1544.1,1544.1,1499.1,1536.82,71643700,1598790016.0,78.06,5.35
1993-02-16,1555.15,1558.95,1504.36,1513.48,49370700,1218624000.0,-23.34,-1.52
1993-02-17,1515.25,1533.58,1502.88,1504.0,37401700,956164992.0,-9.48,-0.63
1993-02-18,1503.72,1538.61,1497.79,1508.22,44231600,997228992.0,4.22,0.28
1993-02-19,1471.56,1514.46,1441.07,1499.74,50456900,1482041984.0,-8.48,-0.56
1993-02-22,1487.84,1527.13,1453.31,1456.29,47799900,941932992.0,-43.45,-2.9
1993-02-23,1420.63,1466.07,1346.15,1367.36,47146300,992924992.0,-88.93,-6.11
1993-02-24,1310.04,1346.48,1196.47,1264.96,72096000,1506184960.0,-102.4,-7.49
1993-02-25,1271.2,1421.35,1261.76,1410.36,59558300,1400825984.0,145.4,11.49
1993-02-26,1436.99,1444.05,1320.89,1339.88,65026200,1613234048.0,-70.48,-5.0
1993-03-01,1328.22,1339.1,1199.73,1199.73,42590100,891107008.0,-140.15,-10.46
1993-03-02,1207.57,1285.17,1186.34,1245.11,39995600,858824000.0,45.38,3.78
1993-03-03,1263.74,1267.54,1220.03,1231.77,19353900,378384000.0,-13.34,-1.07
1993-03-04,1231.92,1244.65,1131.29,1159.13,27796700,529912000.0,-72.64,-5.9
1993-03-05,1116.41,1180.58,1026.18,1109.54,48499200,919756992.0,-49.59,-4.28
1993-03-08,1133.52,1325.49,1133.46,1209.65,75931400,1862035968.0,100.11,9.02
1993-03-09,1160.13,1209.66,1129.81,1137.79,39165800,861923968.0,-71.86,-5.94
1993-03-10,1099.52,1190.33,1089.36,1188.97,30179000,691214976.0,51.18,4.5
1993-03-11,1219.47,1261.8,1196.25,1261.8,44817800,1060953984.0,72.83,6.13
1993-03-12,1280.37,1286.07,1231.39,1236.37,40211000,970838976.0,-25.43,-2.02
1993-03-15,1226.66,1241.04,1171.73,1171.73,25675500,514230016.0,-64.64,-5.23
1993-03-16,1167.91,1222.55,1155.1,1222.55,24317400,435520992.0,50.82,4.34
1993-03-17,1238.8,1239.33,1193.59,1202.85,16570700,309235008.0,-19.7,-1.61
1993-03-18,1203.2,1206.59,1171.43,1184.48,17671500,309780000.0,-18.37,-1.53
1993-03-19,1188.37,1207.56,1171.73,1174.99,26366300,431657984.0,-9.49,-0.8
1993-03-22,1148.29,1179.05,1036.92,1036.92,37713800,645849984.0,-138.07,-11.75
1993-03-23,1035.6,1035.63,958.42,971.25,35024800,548908032.0,-65.67,-6.33
1993-03-24,965.58,996.58,956.97,956.97,22016900,315252992.0,-14.28,-1.47
1993-03-25,963.53,965.96,913.74,945.42,21946500,309520000.0,-11.55,-1.21
1993-03-26,969.24,1039.76,945.93,1039.76,51256800,759833024.0,94.34,9.98
1993-03-29,1008.4,1047.88,961.49,970.45,24421700,351144000.0,-69.31,-6.67
1993-03-30,973.08,992.11,958.05,958.05,27161600,339809984.0,-12.4,-1.28
1993-03-31,953.29,957.94,918.4,925.91,23505600,313307008.0,-32.14,-3.35
1993-04-01,921.59,949.77,915.59,947.23,13829400,198180000.0,21.32,2.3
1993-04-02,953.51,968.05,940.55,944.01,18497800,266862000.0,-3.22,-0.34
1993-04-05,945.58,947.9,924.49,947.87,18006000,200020992.0,3.86,0.41
1993-04-06,949.81,1064.87,949.05,1059.62,53894300,758332032.0,111.75,11.79
1993-04-07,1108.64,1158.74,1076.45,1099.62,101968400,1806203008.0,40.0,3.77
1993-04-08,1099.61,1238.86,1099.61,1238.86,104426900,1879529984.0,139.24,12.66
1993-04-09,1322.07,1340.91,1236.46,1243.02,106908500,2057902976.0,4.16,0.34
1993-04-12,1254.62,1276.41,1195.57,1203.54,63895800,1264504960.0,-39.48,-3.18
1993-04-13,1204.75,1297.84,1201.07,1297.36,66812100,1363105024.0,93.82,7.8
1993-04-14,1304.33,1341.19,1247.83,1272.39,88080900,2337361920.0,-24.97,-1.92
1993-04-15,1265.3,1298.34,1255.94,1278.84,59730500,1191251968.0,6.45,0.51
1993-04-16,1282.79,1287.08,1211.83,1214.75,65147000,1327288064.0,-64.09,-5.01
1993-04-19,1203.85,1241.86,1185.76,1223.22,47857700,879193984.0,8.47,0.7
1993-04-20,1257.1,1257.1,1233.72,1235.52,45007400,941171968.0,12.3,1.01
1993-04-21,1234.71,1243.47,1220.09,1222.56,28027500,506462016.0,-12.96,-1.05
1993-04-22,1227.1,1267.35,1220.27,1267.35,34489200,718872000.0,44.79,3.66
1993-04-23,1288.51,1295.76,1255.87,1260.25,55684900,1199954048.0,-7.1,-0.56
1993-04-26,1298.92,1345.73,1282.54,1345.61,77438500,1926984960.0,85.36,6.77
1993-04-27,1379.43,1391.42,1360.83,1363.44,91152800,2066884992.0,17.83,1.33
1993-04-28,1371.1,1382.83,1357.91,1372.5,68809400,1349144960.0,9.06,0.66
1993-04-29,1377.04,1392.62,1348.38,1349.68,50255400,1042873024.0,-22.82,-1.66
1993-04-30,1341.54,1363.11,1336.59,1358.78,39949000,816129024.0,9.1,0.67
1993-05-03,1365.15,1380.5,1349.98,1352.24,59518900,1211643008.0,-6.54,-0.48
1993-05-04,1352.08,1365.92,1234.55,1241.16,71292400,1678568960.0,-111.08,-8.21
1993-05-05,1232.65,1273.13,1204.06,1246.82,46009600,956153024.0,5.66,0.46
1993-05-06,1250.39,1250.39,1151.49,1162.92,46567800,960345024.0,-83.9,-6.73
1993-05-07,1194.26,1210.78,1159.16,1199.81,43220800,857568000.0,36.89,3.17
1993-05-10,1216.72,1221.98,1110.94,1128.29,39738100,776772992.0,-71.52,-5.96
1993-05-11,1124.85,1138.49,1107.66,1136.74,24142100,435012992.0,8.45,0.75
1993-05-12,1138.52,1160.51,1133.93,1140.19,24862900,490369984.0,3.45,0.3
1993-05-13,1140.21,1177.28,1140.21,1177.28,19331600,362447008.0,37.09,3.25
1993-05-14,1180.46,1201.44,1161.19,1167.47,25702500,499320992.0,-9.81,-0.83
1993-05-17,1162.07,1162.07,1097.61,1140.04,19483200,333078016.0,-27.43,-2.35
1993-05-18,1140.04,1148.34,1128.75,1130.26,19490200,331719008.0,-9.78,-0.86
1993-05-19,1129.1,1147.22,1127.43,1147.22,11736200,192080992.0,16.96,1.5
1993-05-20,1148.56,1175.2,1148.56,1165.4,24387900,418852000.0,18.18,1.58
1993-05-21,1177.3,1178.54,1133.2,1143.97,15356400,246662000.0,-21.43,-1.84
1993-05-24,1136.29,1143.97,1024.69,1026.13,38697200,605216000.0,-117.84,-10.3
1993-05-25,1020.32,1020.32,965.29,997.95,30106400,475956000.0,-28.18,-2.75
1993-05-26,1003.89,1008.55,992.94,995.45,20256500,314099008.0,-2.5,-0.25
1993-05-27,1001.19,1001.63,942.21,963.61,25302200,333873984.0,-31.84,-3.2
1993-05-28,962.21,980.96,959.25,972.77,21841900,315795008.0,9.16,0.95
1993-05-31,975.05,980.03,930.64,935.48,34190800,329464992.0,-37.29,-3.83
1993-06-01,935.9,935.9,859.48,928.58,27585800,318072000.0,-6.9,-0.74
1993-06-02,958.61,1081.2,904.32,1081.2,99884600,1632418944.0,152.62,16.44
1993-06-03,1102.08,1177.91,961.32,1018.29,110374800,2175693056.0,-62.91,-5.82
1993-06-04,1024.74,1031.03,981.89,1004.3,50104000,851142016.0,-13.99,-1.37
1993-06-07,1006.26,1068.84,982.03,1064.98,44956300,821819008.0,60.68,6.04
1993-06-08,1094.11,1101.69,1054.31,1074.58,101236300,1905351040.0,9.6,0.9
1993-06-09,1071.33,1081.18,1053.32,1065.19,45470500,682380032.0,-9.39,-0.87
1993-06-10,1069.36,1070.06,1040.38,1044.44,32304400,582025024.0,-20.75,-1.95
1993-06-11,1043.94,1052.56,1024.2,1047.0,27958200,482832000.0,2.56,0.25
1993-06-14,1046.07,1046.07,990.16,1000.43,42187200,819934976.0,-46.57,-4.45
1993-06-15,998.7,1002.96,981.84,1001.61,23373500,382174016.0,1.18,0.12
1993-06-16,1004.4,1013.81,997.33,1004.24,15029700,253328992.0,2.63,0.26
1993-06-17,998.21,1016.23,998.0,998.0,13433400,217200992.0,-6.24,-0.62
1993-06-18,994.2,1007.25,989.21,1005.98,14863400,246544000.0,7.98,0.8
1993-06-21,1003.98,1003.98,967.74,977.61,17526600,270902016.0,-28.37,-2.82
1993-06-22,972.1,987.07,971.63,981.13,16305300,162668992.0,3.52,0.36
1993-06-23,981.4,991.21,980.53,986.02,13603400,132857000.0,4.89,0.5
1993-06-24,985.62,993.8,974.17,980.17,13740500,152818000.0,-5.85,-0.59
1993-06-25,979.93,1041.22,979.93,1006.64,22439600,312422016.0,26.47,2.7
1993-06-28,1006.63,1010.52,983.97,1002.42,32836400,496783008.0,-4.22,-0.42
1993-06-29,1008.23,1037.49,1002.61,1028.44,83242800,1468988032.0,26.02,2.6
1993-06-30,1037.89,1043.05,1003.86,1007.05,58065100,1106797056.0,-21.39,-2.08
1993-07-01,1000.8,1009.89,980.05,997.53,39904300,636201024.0,-9.52,-0.95
1993-07-02,995.7,1002.87,986.98,986.98,26405000,372539008.0,-10.55,-1.06
1993-07-05,976.67,980.92,946.87,952.31,28641700,436288992.0,-34.67,-3.51
1993-07-06,938.42,938.42,895.69,897.64,32622400,476734016.0,-54.67,-5.74
1993-07-07,897.22,909.93,869.65,903.79,23399600,326028992.0,6.15,0.69
1993-07-08,904.46,909.11,895.62,896.16,12023600,163976992.0,-7.63,-0.84
1993-07-09,896.16,896.24,865.31,868.57,17493600,232010000.0,-27.59,-3.08
1993-07-12,855.5,855.5,828.55,845.52,43384900,533241984.0,-23.05,-2.65
1993-07-13,853.66,870.05,853.66,870.05,28432600,376500992.0,24.53,2.9
1993-07-14,870.05,870.05,833.08,836.39,30815700,469980992.0,-33.66,-3.87
1993-07-15,833.89,847.3,830.61,838.7,17923400,227158000.0,2.31,0.28
1993-07-16,841.62,849.66,839.28,846.87,19016300,269163008.0,8.17,0.97
1993-07-19,846.87,849.04,836.71,836.98,33605800,286147008.0,-9.89,-1.17
1993-07-20,835.79,838.34,803.22,808.21,19428100,242551008.0,-28.77,-3.44
1993-07-21,809.53,820.07,808.2,811.74,16293700,145735008.0,3.53,0.44
1993-07-22,812.1,815.53,804.1,815.53,14895900,119825000.0,3.79,0.47
1993-07-23,816.08,818.55,811.47,813.54,20272400,173168992.0,-1.99,-0.24
1993-07-26,810.07,810.07,787.8,787.81,24545900,234455008.0,-25.73,-3.16
1993-07-27,788.19,798.85,777.73,791.62,14811000,170851008.0,3.81,0.48
1993-07-28,792.88,818.06,791.23,798.33,43947300,498868000.0,6.71,0.85
1993-07-29,801.16,810.63,801.16,806.67,25966700,250168992.0,8.34,1.04
1993-07-30,810.09,901.12,810.09,881.07,122213600,1433112960.0,74.4,9.22
1993-08-02,885.31,913.15,842.35,843.27,132710100,1518909056.0,-37.8,-4.29
1993-08-03,842.29,853.35,830.67,832.72,30748000,358107008.0,-10.55,-1.25
1993-08-04,833.4,855.86,823.0,850.54,34327800,313256000.0,17.82,2.14
1993-08-05,853.71,863.94,842.72,849.3,53832900,602014976.0,-1.24,-0.15
1993-08-06,841.39,860.73,841.39,855.52,52406900,617720000.0,6.22,0.73
1993-08-09,866.65,887.45,861.34,885.27,108823500,1380780032.0,29.75,3.48
1993-08-10,897.46,911.77,861.19,862.08,143881100,1680656000.0,-23.19,-2.62
1993-08-11,862.4,883.02,861.78,883.02,43553100,457620000.0,20.94,2.43
1993-08-12,896.74,917.96,893.51,917.04,101568900,1079757952.0,34.02,3.85
1993-08-13,929.42,947.26,922.52,947.26,133246700,1521376000.0,30.22,3.3
1993-08-16,969.9,1023.87,967.35,1023.87,143288200,1921106048.0,76.61,8.09
1993-08-17,1042.42,1042.47,973.48,974.11,154271900,2112173056.0,-49.76,-4.86
1993-08-18,974.11,988.14,947.93,947.93,64282800,850556032.0,-26.18,-2.69
1993-08-19,944.58,980.43,944.47,968.51,44829700,625742976.0,20.58,2.17
1993-08-20,973.0,977.39,937.99,946.54,45125600,571390976.0,-21.97,-2.27
1993-08-23,933.72,937.3,888.68,893.23,49770400,634803968.0,-53.31,-5.63
1993-08-24,878.09,902.3,873.13,894.44,34221300,386944000.0,1.21,0.14
1993-08-25,904.74,921.21,904.74,911.4,28567300,350712992.0,16.96,1.9
1993-08-26,913.27,914.15,896.0,903.91,17018100,193440992.0,-7.49,-0.82
1993-08-27,903.47,903.77,886.3,894.59,41133200,523032000.0,-9.32,-1.03
1993-08-30,901.09,911.18,884.51,899.27,23177000,265575008.0,4.68,0.52
1993-08-31,895.76,909.72,893.99,895.68,16909200,187428992.0,-3.59,-0.4
1993-09-01,898.01,900.18,886.57,893.97,24555300,199892992.0,-1.71,-0.19
1993-09-02,894.27,901.39,893.0,901.39,17155500,154355008.0,7.42,0.83
1993-09-03,907.89,926.11,905.71,922.69,32316800,404959008.0,21.3,2.36
1993-09-06,940.46,947.53,933.74,947.53,49780900,655361024.0,24.84,2.69
1993-09-07,947.12,947.12,908.29,909.04,34594400,454292000.0,-38.49,-4.06
1993-09-08,907.98,918.26,896.56,909.13,26397800,313452992.0,0.09,0.01
1993-09-09,911.95,914.79,900.82,901.66,23705200,324868000.0,-7.47,-0.82
1993-09-10,887.83,908.91,887.65,903.56,17150400,185086000.0,1.9,0.21
1993-09-13,895.62,895.62,873.55,879.24,29506100,340126016.0,-24.32,-2.69
1993-09-14,875.14,879.93,865.61,876.62,13893600,159394000.0,-2.62,-0.3
1993-09-15,876.38,903.24,876.25,880.78,10019100,112045000.0,4.16,0.47
1993-09-16,885.02,885.79,874.35,875.08,11453800,116415000.0,-5.7,-0.65
1993-09-17,874.51,883.17,868.74,881.41,14235900,169476992.0,6.33,0.72
1993-09-20,875.97,878.23,865.74,875.0,17712200,178963008.0,-6.41,-0.73
1993-09-21,875.13,896.68,875.13,890.23,26600000,297139008.0,15.23,1.74
1993-09-22,891.05,892.32,881.04,881.24,17943200,169932000.0,-8.99,-1.01
1993-09-23,882.68,888.82,881.68,884.02,17234900,167679008.0,2.78,0.32
1993-09-24,873.16,915.06,864.38,875.81,46708500,568177984.0,-8.21,-0.93
1993-09-27,876.61,884.3,876.39,880.98,31215800,318673984.0,5.17,0.59
1993-09-28,886.11,898.15,883.92,898.15,55959100,553948032.0,17.17,1.95
1993-09-29,904.76,909.84,885.46,886.12,48869400,469279008.0,-12.03,-1.34
1993-09-30,887.13,896.58,883.55,890.27,52482900,610470016.0,4.15,0.47
1993-10-04,895.69,901.37,891.33,892.55,56342800,639219008.0,2.28,0.26
1993-10-05,894.37,896.0,885.04,885.86,35740200,385454016.0,-6.69,-0.75
1993-10-06,886.33,891.13,879.42,885.04,43647800,608054016.0,-0.82,-0.09
1993-10-07,887.0,934.4,880.99,887.62,161861500,3408867072.0,2.58,0.29
1993-10-08,897.72,898.9,874.28,874.76,119502900,2241702912.0,-12.86,-1.45
1993-10-11,872.95,879.68,866.93,868.38,63513000,1044638016.0,-6.38,-0.73
1993-10-12,868.48,875.62,866.85,871.42,55400900,792358976.0,3.04,0.35
1993-10-13,874.36,879.29,854.79,859.7,60754500,799372992.0,-11.72,-1.34
1993-10-14,858.33,859.48,848.53,855.04,41746600,575073984.0,-4.66,-0.54
1993-10-15,855.67,862.54,854.97,856.92,26842600,366012000.0,1.88,0.22
1993-10-18,852.82,852.82,835.25,835.25,55446500,549878016.0,-21.67,-2.53
1993-10-19,839.2,846.39,836.77,839.6,57658300,581100992.0,4.35,0.52
1993-10-20,843.58,846.78,837.97,843.85,69159100,777291008.0,4.25,0.51
1993-10-21,846.25,846.43,831.87,832.25,74261100,1083249024.0,-11.6,-1.37
1993-10-22,827.75,844.5,818.81,818.81,105635000,2003889024.0,-13.44,-1.61
1993-10-25,792.78,797.48,774.54,784.97,81370700,1191264000.0,-33.84,-4.13
1993-10-26,789.25,792.43,781.13,783.23,99552100,1855890048.0,-1.74,-0.22
1993-10-27,787.79,789.41,776.41,778.38,90103100,1737293056.0,-4.85,-0.62
1993-10-28,779.64,829.1,778.27,824.66,116073400,1610291968.0,46.28,5.95
1993-10-29,834.51,834.79,809.8,814.82,99924000,1390732032.0,-9.84,-1.19
1993-11-01,801.86,823.25,801.86,816.71,64697100,1022379008.0,1.89,0.23
1993-11-02,821.85,824.49,810.81,812.67,54900300,841057984.0,-4.04,-0.49
1993-11-03,812.63,814.74,804.73,805.71,57187400,733212992.0,-6.96,-0.86
1993-11-04,804.66,806.66,793.32,804.26,50440200,700646976.0,-1.45,-0.18
1993-11-05,804.26,816.4,803.03,814.39,51853100,619547008.0,10.13,1.26
1993-11-08,833.26,836.99,819.09,836.99,81818500,1065228032.0,22.6,2.78
1993-11-09,840.89,846.15,834.75,846.15,67988100,823214016.0,9.16,1.09
1993-11-10,848.45,856.77,828.66,833.17,116909000,2198479872.0,-12.98,-1.53
1993-11-11,836.55,851.44,836.55,848.27,111497300,2055608960.0,15.1,1.81
1993-11-12,858.2,868.91,858.2,865.97,98310900,1456374016.0,17.7,2.09
1993-11-15,875.8,893.42,875.8,890.46,135435800,1650499968.0,24.49,2.83
1993-11-16,890.92,891.43,876.61,880.33,127861400,1532187008.0,-10.13,-1.14
1993-11-17,881.93,894.96,881.93,887.65,106297500,1191453952.0,7.32,0.83
1993-11-18,895.69,903.28,892.41,903.07,87749300,1064897984.0,15.42,1.74
1993-11-19,907.41,924.67,904.6,924.67,162073100,1951330048.0,21.6,2.39
1993-11-22,924.67,954.35,898.49,949.77,188434100,2476503040.0,25.1,2.71
1993-11-23,955.82,971.46,949.82,957.95,213569100,2876176896.0,8.18,0.86
1993-11-24,955.24,963.62,945.43,953.23,189382200,2704579072.0,-4.72,-0.49
1993-11-25,959.9,992.89,959.9,986.69,235481800,3356403968.0,33.46,3.51
1993-11-26,986.69,1011.76,963.46,965.39,191899300,2803762944.0,-21.3,-2.16
1993-11-29,968.44,974.85,956.34,972.96,138663700,1921928960.0,7.57,0.78
1993-11-30,984.54,990.4,979.08,984.93,160317700,2272509952.0,11.97,1.23
1993-12-01,993.67,993.74,971.49,974.8,121788100,1815472000.0,-10.13,-1.03
1993-12-02,974.35,980.94,964.43,972.8,77822800,1073545024.0,-2.0,-0.21
1993-12-03,975.65,982.1,970.1,980.67,80622900,1168038016.0,7.87,0.81
1993-12-06,986.12,1004.01,979.72,995.72,206296800,2864756992.0,15.05,1.53
1993-12-07,1006.7,1022.34,1006.7,1022.34,240283500,3843186944.0,26.62,2.67
1993-12-08,1044.85,1044.85,1004.02,1009.67,222364300,3406758912.0,-12.67,-1.24
1993-12-09,1016.78,1016.78,969.95,984.9,124642100,2004909952.0,-24.77,-2.45
1993-12-10,986.02,994.48,957.65,978.57,128458300,1855793024.0,-6.33,-0.64
1993-12-13,982.38,982.38,947.83,950.77,98669900,1281954048.0,-27.8,-2.84
1993-12-14,942.01,953.67,914.95,925.2,92058400,1159597056.0,-25.57,-2.69
1993-12-15,926.05,940.61,903.82,940.61,98840700,1243628032.0,15.41,1.67
1993-12-16,941.43,948.36,908.08,908.08,97996900,1389314048.0,-32.53,-3.46
1993-12-17,884.47,913.33,884.47,901.7,90274400,1145469056.0,-6.38,-0.7
1993-12-20,823.77,836.04,750.46,783.79,131958100,1551908992.0,-117.91,-13.08
1993-12-21,786.82,840.34,778.93,840.34,123916500,1404919040.0,56.55,7.21
1993-12-22,837.54,852.63,819.68,821.19,206019600,2868365056.0,-19.15,-2.28
1993-12-23,820.54,839.41,820.54,833.77,103124700,914540032.0,12.58,1.53
1993-12-24,841.66,845.07,828.81,834.39,91848100,969681024.0,0.62,0.07
1993-12-27,841.49,843.97,837.83,839.9,100494000,1168685952.0,5.51,0.66
1993-12-28,851.38,854.65,836.17,839.57,143802600,1933943040.0,-0.33,-0.04
